,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,county,tweets,contribution,n_poll,frac_unem,frac_votes,total_votes,registered_A_a,registered_A_b,registered_A_c,registered_B_a,registered_B_b,registered_B_c,registered_C_a,registered_C_b,registered_C_c,registered_D_a,registered_D_b,registered_D_c,registered_E_a,registered_E_b,registered_E_c,registered_F_a,registered_F_b,registered_F_c,registered_G_a,registered_G_b,registered_G_c,registered_A,registered_B,registered_C,registered_D,registered_E,registered_F,registered_G,frac_registered_A_a,frac_registered_A_b,frac_registered_A_c,frac_registered_B_a,frac_registered_B_b,frac_registered_B_c,frac_registered_C_a,frac_registered_C_b,frac_registered_C_c,frac_registered_D_a,frac_registered_D_b,frac_registered_D_c,frac_registered_E_a,frac_registered_E_b,frac_registered_E_c,frac_registered_F_a,frac_registered_F_b,frac_registered_F_c,frac_registered_G_a,frac_registered_G_b,frac_registered_G_c,frac_registered_A,frac_registered_B,frac_registered_C,frac_registered_D,frac_registered_E,frac_registered_F,frac_registered_G,voted_A_a,voted_A_b,voted_A_c,voted_B_a,voted_B_b,voted_B_c,voted_C_a,voted_C_b,voted_C_c,voted_D_a,voted_D_b,voted_D_c,voted_E_a,voted_E_b,voted_E_c,voted_F_a,voted_F_b,voted_F_c,voted_G_a,voted_G_b,voted_G_c,voted_A,voted_B,voted_C,voted_D,voted_E,voted_F,voted_G,frac_vote_A_a,frac_vote_A_b,frac_vote_A_c,frac_vote_B_a,frac_vote_B_b,frac_vote_B_c,frac_vote_C_a,frac_vote_C_b,frac_vote_C_c,frac_vote_D_a,frac_vote_D_b,frac_vote_D_c,frac_vote_E_a,frac_vote_E_b,frac_vote_E_c,frac_vote_F_a,frac_vote_F_b,frac_vote_F_c,frac_vote_G_a,frac_vote_G_b,frac_vote_G_c,frac_voted_A,frac_voted_B,frac_voted_C,frac_voted_D,frac_voted_E,frac_voted_F,frac_voted_G,total_registers,latitude,longitude
121,121,121,121,ROCKDALE,8,1596014,0,0.065289186,0.654263837,44944,16014,20655,46,9529,10501,19,388,480,1,972,1049,3,77,73,0,696,891,4,3424,3838,34,36715,20049,869,2024,150,1591,7296,0.2331207965761202,0.3006812822080531,0.000669636,0.1387166273619239,0.1528663347599499,0.000276589,0.005648237,0.00698751,1.455731213788686e-05,0.014149707398026,0.0152706204326433,4.367193641366058e-05,0.001120913,0.001062684,0.0,0.0101318892479692,0.0129705651148571,5.822924855154744e-05,0.049844237,0.055870964,0.000494949,0.5344717151425161,0.2918595510524936,0.0126503042478236,0.029463999767083,0.002183597,0.0231606836113779,0.1062101493580225,9938,14890,29,6353,7333,9,236,316,0,432,586,2,38,35,0,354,518,3,1626,2228,18,24857,13695,552,1020,73,875,3872,0.006206,0.007209,0.006304,0.006667,0.006983,0.004737,0.006082,0.006583,0.0,0.004444,0.005586,0.006667,0.004935,0.004795,0.0,0.005086,0.005814,0.0075,0.004749,0.005805,0.005294,0.5530660377358491,0.3047125311498754,0.0122819508721965,0.022694909,0.001624244,0.019468672,0.086151655,68694,33.6543,-84.0266
122,122,122,122,SCHLEY,0,38684,0,0.106068332,0.762604341,2284,215,307,0,1097,1197,2,5,13,0,12,29,0,1,1,0,11,7,1,50,47,0,522,2296,18,41,2,19,97,0.071786311,0.1025041736227045,0.0,0.3662771285475793,0.3996661101836394,0.00066778,0.001669449,0.004340568,0.0,0.004006678,0.009682805,0.0,0.00033389,0.00033389,0.0,0.003672788,0.002337229,0.00033389,0.016694491,0.0156928213689482,0.0,0.1742904841402337,0.7666110183639399,0.006010017,0.0136894824707846,0.00066778,0.006343907,0.0323873121869782,125,227,0,871,965,2,1,8,0,7,16,0,0,1,0,5,5,1,27,23,0,352,1838,9,23,1,11,50,0.005814,0.007394,0.0,0.00794,0.008062,0.01,0.002,0.006154,0.0,0.005833,0.005517,0.0,0.0,0.01,0.0,0.004545,0.007143,0.01,0.0054,0.004894,0.0,0.1541155866900175,0.8047285464098074,0.003940455,0.0100700525394045,0.000437828,0.004816112,0.0218914185639229,2995,32.2617,-84.3148
123,123,123,123,SCREVEN,0,161486,1,0.131384615,0.65998213,6648,1608,1991,1,2602,2874,7,15,15,0,27,20,0,5,10,0,25,23,0,443,406,1,3600,5483,30,47,15,48,850,0.1596346669314007,0.1976571031470267,9.927529038022436e-05,0.2583143055693438,0.2853171845527648,0.000694927,0.001489129,0.001489129,0.0,0.002680433,0.001985506,0.0,0.000496376,0.000992753,0.0,0.002481882,0.002283332,0.0,0.043978954,0.040305768,9.927529038022436e-05,0.3573910453688077,0.5443264171547701,0.002978259,0.004665939,0.001489129,0.004765214,0.084383997,847,1318,1,1940,2202,6,7,9,0,13,10,0,2,4,0,15,12,0,115,146,1,2166,4148,16,23,6,27,262,0.005267,0.00662,0.01,0.007456,0.007662,0.008571,0.004667,0.006,0.0,0.004815,0.005,0.0,0.004,0.004,0.0,0.006,0.005217,0.0,0.002596,0.003596,0.01,0.325812274368231,0.6239470517448856,0.002406739,0.003459687,0.000902527,0.004061372,0.039410349,10073,32.7506,-81.612
124,124,124,124,SEMINOLE,0,199928,0,0.247622821,0.641636543,3905,778,1097,0,1849,1974,1,8,8,0,17,29,0,3,5,0,16,22,0,138,140,1,1875,3824,16,46,8,38,279,0.1278343739730529,0.1802497535326979,0.0,0.3038120276043378,0.3243509694380545,0.000164312,0.001314492,0.001314492,0.0,0.002793296,0.004765035,0.0,0.000492935,0.000821558,0.0,0.002628985,0.003614854,0.0,0.0226749917844232,0.0230036148537627,0.000164312,0.3080841275057509,0.6283273085770621,0.002628985,0.007558331,0.001314492,0.006243838,0.045842918,336,639,0,1315,1432,1,6,5,0,9,16,0,0,2,0,7,15,0,52,69,1,975,2748,11,25,2,22,122,0.004319,0.005825,0.0,0.007112,0.007254,0.01,0.0075,0.00625,0.0,0.005294,0.005517,0.0,0.0,0.004,0.0,0.004375,0.006818,0.0,0.003768,0.004929,0.01,0.2496798975672215,0.7037131882202304,0.002816901,0.006402049,0.000512164,0.005633803,0.0312419974391805,6086,30.9388,-84.8688
125,125,125,125,SPALDING,0,1055092,0,0.074104733,0.612869069,30098,6540,8912,19,13442,14996,25,110,165,0,393,489,1,49,45,1,295,313,0,1714,1572,29,15471,28463,275,883,95,608,3315,0.1331704337202199,0.1814701690083486,0.000386887,0.273712074933822,0.3053553247811036,0.000509061,0.00223987,0.003359805,0.0,0.008002443,0.009957239,2.036245163917736e-05,0.00099776,0.00091631,2.036245163917736e-05,0.006006923,0.006373447,0.0,0.034901242,0.032009774,0.000590511,0.3150274893097129,0.5795764610059051,0.005599674,0.0179800447973936,0.001934433,0.0123803705966198,0.067501527,3072,5353,10,9000,10339,16,59,98,0,172,239,0,24,19,0,119,166,0,629,767,16,8435,19355,157,411,43,285,1412,0.004697,0.006007,0.005263,0.006695,0.006895,0.0064,0.005364,0.005939,0.0,0.004377,0.004888,0.0,0.004898,0.004222,0.0,0.004034,0.005304,0.0,0.00367,0.004879,0.005517,0.2802511794803641,0.6430659844507941,0.005216293,0.013655392,0.001428666,0.009469068,0.046913416,49110,33.2609,-84.2841
126,126,126,126,STEPHENS,0,778336,0,0.137939433,0.620513622,11912,845,1001,0,7403,8105,14,64,65,0,99,100,1,18,19,0,79,104,0,670,603,7,1846,15522,129,200,37,183,1280,0.044017294,0.052143564,0.0,0.3856331718497682,0.4222013856331718,0.000729281,0.003333854,0.003385946,0.0,0.005157056,0.005209147,5.2091472625931135e-05,0.000937647,0.000989738,0.0,0.004115226,0.005417513,0.0,0.034901287,0.0314111579934364,0.00036464,0.096160858,0.8085638380997031,0.0067198,0.0104182945251862,0.001927384,0.009532739,0.066677085,390,558,0,4854,5330,6,28,39,0,51,54,1,8,10,0,32,48,0,233,269,1,948,10190,67,106,18,80,503,0.004615,0.005574,0.0,0.006557,0.006576,0.004286,0.004375,0.006,0.0,0.005152,0.0054,0.01,0.004444,0.005263,0.0,0.004051,0.004615,0.0,0.003478,0.004461,0.001429,0.079583613,0.8554398925453325,0.00562458,0.00889859,0.001511081,0.006715917,0.042226326,19197,34.554,-83.2932
127,127,127,127,STEWART,0,49552,1,0.203994294,0.639497423,1985,806,976,2,583,578,1,2,4,0,9,4,0,3,0,0,12,4,1,62,57,0,1784,1162,6,13,3,17,119,0.2596649484536082,0.3144329896907216,0.00064433,0.1878221649484536,0.1862113402061855,0.000322165,0.00064433,0.00128866,0.0,0.002899485,0.00128866,0.0,0.000966495,0.0,0.0,0.003865979,0.00128866,0.000322165,0.019974227,0.018363402,0.0,0.5747422680412371,0.3743556701030928,0.00193299,0.004188144,0.000966495,0.005476804,0.0383376288659793,425,664,1,400,416,1,1,1,0,6,1,0,0,0,0,6,3,1,25,34,0,1090,817,2,7,0,10,59,0.005273,0.006803,0.005,0.006861,0.007197,0.01,0.005,0.0025,0.0,0.006667,0.0025,0.0,0.0,0.0,0.0,0.005,0.0075,0.01,0.004032,0.005965,0.0,0.5491183879093199,0.4115869017632241,0.001007557,0.003526448,0.0,0.005037783,0.0297229219143576,3104,32.0785,-84.8352
128,128,128,128,SUMTER,0,543160,0,0.133749443,0.66478353,12238,3626,5233,7,3910,4419,10,53,66,0,101,131,0,5,5,0,64,69,0,376,330,4,8866,8339,119,232,10,133,710,0.196968873920365,0.2842631321636156,0.000380249,0.212396110598077,0.2400456298549622,0.000543213,0.002879027,0.003585203,0.0,0.005486447,0.007116085,0.0,0.000271606,0.000271606,0.0,0.00347656,0.003748167,0.0,0.0204247922211961,0.017926014,0.000217285,0.4816122548753327,0.4529849530121136,0.006464229,0.0126025313705252,0.000543213,0.007224727,0.038568092,1947,3410,5,2930,3388,7,38,36,0,46,57,0,3,3,0,38,33,0,129,167,1,5362,6325,74,103,6,71,297,0.00537,0.006516,0.007143,0.007494,0.007667,0.007,0.00717,0.005455,0.0,0.004554,0.004351,0.0,0.006,0.006,0.0,0.005938,0.004783,0.0,0.003431,0.005061,0.0025,0.4381434874979572,0.5168328158195784,0.00604674,0.008416408,0.000490276,0.005801602,0.024268671351528,18409,32.0399,-84.197
129,129,129,129,TALBOT,0,165644,1,0.170282709,0.743905024,3509,1076,1405,0,944,1008,0,2,6,0,14,19,0,3,5,0,16,19,2,120,78,0,2481,1952,8,33,8,37,198,0.2281110875556497,0.2978588085647657,0.0,0.200127199491202,0.2136951452194191,0.0,0.000423998,0.001271995,0.0,0.002967988,0.004027984,0.0,0.000635997,0.001059996,0.0,0.003391986,0.004027984,0.000423998,0.025439898240407,0.0165359338562645,0.0,0.5259698961204156,0.4138223447106212,0.001695993,0.006995972,0.001695993,0.007843969,0.041975832,732,1124,0,719,774,0,2,5,0,8,10,0,2,4,0,6,9,1,65,48,0,1856,1493,7,18,6,16,113,0.006803,0.008,0.0,0.007617,0.007679,0.0,0.01,0.008333,0.0,0.005714,0.005263,0.0,0.006667,0.008,0.0,0.00375,0.004737,0.005,0.005417,0.006154,0.0,0.5289256198347108,0.4254773439726417,0.00199487,0.005129667,0.001709889,0.004559704,0.032202907,4717,32.6995,-84.533
130,130,130,130,TALIAFERRO,0,22944,1,0.230176211,0.73046875,935,358,343,0,258,252,0,0,1,0,7,3,0,0,0,0,5,4,0,29,19,1,701,510,1,10,0,9,49,0.2796875,0.26796875,0.0,0.2015625,0.196875,0.0,0.0,0.00078125,0.0,0.00546875,0.00234375,0.0,0.0,0.0,0.0,0.00390625,0.003125,0.0,0.02265625,0.01484375,0.00078125,0.54765625,0.3984375,0.00078125,0.0078125,0.0,0.00703125,0.03828125,235,267,0,193,203,0,0,1,0,3,1,0,0,0,0,3,1,0,14,13,1,502,396,1,4,0,4,28,0.006564,0.007784,0.0,0.007481,0.008056,0.0,0.0,0.01,0.0,0.004286,0.003333,0.0,0.0,0.0,0.0,0.006,0.0025,0.0,0.004828,0.006842,0.01,0.5368983957219251,0.4235294117647059,0.001069519,0.004278075,0.0,0.004278075,0.0299465240641711,1280,33.5661,-82.8788
131,131,131,131,TATTNALL,0,257648,0,0.157990966,0.646545626,8226,1050,1355,6,4003,4504,12,19,29,0,172,234,1,9,7,0,56,55,0,649,554,8,2411,8519,48,407,16,111,1211,0.082527706,0.1065000392989074,0.000471587,0.3146270533679163,0.3540045586732689,0.000943174,0.001493358,0.002279337,0.0,0.0135188241766878,0.0183918887054939,7.859781498074354e-05,0.00070738,0.000550185,0.0,0.004401478,0.00432288,0.0,0.0510099819225025,0.043543189,0.000628783,0.1894993319185726,0.6695747858209542,0.003772695,0.031989311,0.001257565,0.008724357,0.095181954,543,846,2,2897,3293,8,12,21,0,58,116,0,5,3,0,27,26,0,183,182,4,1391,6198,33,174,8,53,369,0.005171,0.006244,0.003333,0.007237,0.007311,0.006667,0.006316,0.007241,0.0,0.003372,0.004957,0.0,0.005556,0.004286,0.0,0.004821,0.004727,0.0,0.00282,0.003285,0.005,0.1690979820082664,0.7534646243617797,0.00401167,0.0211524434719183,0.000972526,0.006442986,0.0448577680525164,12723,32.0458,-82.0581
132,132,132,132,TAYLOR,0,85638,0,0.165639445,0.700492791,3838,805,1068,3,1545,1636,5,9,6,0,18,28,0,1,2,0,12,12,0,177,151,1,1876,3186,15,46,3,24,329,0.1469246212812557,0.1949260814017156,0.000547545,0.2819857638255156,0.2985946340573097,0.000912575,0.001642636,0.00109509,0.0,0.003285271,0.005110422,0.0,0.000182515,0.00036503,0.0,0.002190181,0.002190181,0.0,0.032305165,0.0275597736813287,0.000182515,0.3423982478554481,0.5814929731702866,0.002737726,0.008395693,0.000547545,0.004380361,0.0600474539149479,442,719,0,1183,1278,5,4,3,0,9,17,0,1,2,0,5,7,0,74,88,1,1161,2466,7,26,3,12,163,0.005491,0.006732,0.0,0.007657,0.007812,0.01,0.004444,0.005,0.0,0.005,0.006071,0.0,0.01,0.01,0.0,0.004167,0.005833,0.0,0.004181,0.005828,0.01,0.3025013027618551,0.6425221469515373,0.001823867,0.006774362,0.000781657,0.003126628,0.042470036,5479,32.5555,-84.2505
133,133,133,133,TELFAIR,0,103956,0,0.165816327,0.674876084,4357,890,1154,3,1873,2045,3,12,7,0,20,26,1,7,5,0,21,18,0,192,172,7,2047,3921,19,47,12,39,371,0.1378562577447336,0.1787484510532837,0.000464684,0.2901177199504337,0.3167596034696406,0.000464684,0.001858736,0.001084263,0.0,0.003097893,0.004027261,0.000154895,0.001084263,0.000774473,0.0,0.003252788,0.002788104,0.0,0.029739777,0.026641884,0.001084263,0.3170693928128872,0.6073420074349443,0.002942999,0.00728005,0.001858736,0.006040892,0.0574659231722428,487,777,3,1403,1489,1,6,7,0,7,17,0,4,4,0,5,10,0,63,67,7,1267,2893,13,24,8,15,137,0.005472,0.006733,0.01,0.007491,0.007281,0.003333,0.005,0.01,0.0,0.0035,0.006538,0.0,0.005714,0.008,0.0,0.002381,0.005556,0.0,0.003281,0.003895,0.01,0.2907964195547395,0.6639889832453523,0.002983704,0.005508377,0.001836126,0.003442736,0.031443654,6456,31.9298,-82.939
134,134,134,134,TERRELL,0,154118,0,0.136460052,0.640977444,4433,1664,2149,7,1270,1312,4,15,7,0,13,22,0,4,4,0,27,22,0,200,195,1,3820,2586,22,35,8,49,396,0.2406015037593984,0.3107287449392713,0.001012146,0.1836321573163678,0.1897050318102949,0.000578369,0.002168884,0.001012146,0.0,0.001879699,0.003181029,0.0,0.000578369,0.000578369,0.0,0.003903991,0.003181029,0.0,0.02891845,0.028195489,0.000144592,0.5523423944476576,0.3739155581260844,0.003181029,0.005060729,0.001156738,0.00708502,0.057258531,803,1415,3,990,1024,4,8,3,0,7,6,0,1,1,0,14,7,0,63,84,0,2221,2018,11,13,2,21,147,0.004826,0.006584,0.004286,0.007795,0.007805,0.01,0.005333,0.004286,0.0,0.005385,0.002727,0.0,0.0025,0.0025,0.0,0.005185,0.003182,0.0,0.00315,0.004308,0.0,0.5010151139183397,0.455222197157681,0.00248139,0.002932551,0.000451162,0.004737198,0.033160388,6916,31.777,-84.437
135,135,135,135,THOMAS,0,4499292,0,0.107799497,0.678879777,21938,4220,5998,9,8906,10191,26,102,102,0,134,190,0,31,30,0,122,133,0,1052,1062,7,10227,19123,204,324,61,255,2121,0.1305895095157047,0.185610397648151,0.000278508,0.2755995667646603,0.3153643818660065,0.00080458,0.003156429,0.003156429,0.0,0.004146681,0.005879622,0.0,0.000959307,0.000928361,0.0,0.003775337,0.004115736,0.0,0.032554541,0.032863995,0.000216618,0.3164784155964722,0.5917685285471144,0.006312858,0.0100263035741915,0.001887668,0.007891072,0.065635154,2150,3980,3,6568,7666,19,53,62,0,59,111,0,17,15,0,64,80,0,504,584,3,6133,14253,115,170,32,144,1091,0.005095,0.006636,0.003333,0.007375,0.007522,0.007308,0.005196,0.006078,0.0,0.004403,0.005842,0.0,0.005484,0.005,0.0,0.005246,0.006015,0.0,0.004791,0.005499,0.004286,0.2795605798158446,0.6496945938554107,0.005242046,0.007749111,0.001458656,0.006563953,0.0497310602607347,32315,30.8637,-83.9193
136,136,136,136,TIFT,0,991860,0,0.083683453,0.62557988,16317,3031,4224,20,7413,8631,20,117,117,1,508,537,4,12,13,0,107,138,1,593,576,20,7275,16064,235,1049,25,246,1189,0.1162059579036153,0.1619445615918414,0.000766783,0.2842081048959092,0.3309051872867385,0.000766783,0.00448568,0.00448568,3.8339148104129126e-05,0.0194762872368975,0.020588123,0.000153357,0.00046007,0.000498409,0.0,0.004102289,0.005290802,3.8339148104129126e-05,0.022735115,0.0220833493079783,0.000766783,0.2789173024575394,0.6158800751447303,0.0090097,0.0402177663612314,0.000958479,0.00943143,0.045585247,1236,2261,7,5311,6264,15,69,72,1,197,243,4,3,8,0,39,61,1,249,265,11,3504,11590,142,444,11,101,525,0.004078,0.005353,0.0035,0.007164,0.007258,0.0075,0.005897,0.006154,0.01,0.003878,0.004525,0.01,0.0025,0.006154,0.0,0.003645,0.00442,0.01,0.004199,0.004601,0.0055,0.2147453576025004,0.7103021388735674,0.00870258,0.0272108843537414,0.000674144,0.006189863,0.0321750321750321,26083,31.4574,-83.5266
137,137,137,137,TOOMBS,4,457862,0,0.126548599,0.635199351,10961,1629,2306,4,5063,5929,15,41,44,0,237,288,1,7,6,0,66,117,0,804,693,6,3939,11007,85,526,13,183,1503,0.094401947,0.1336346777932313,0.000231803,0.2934051923968475,0.3435906351414001,0.000869263,0.002375985,0.002549838,0.0,0.0137343532684283,0.0166898470097357,5.795085767269355e-05,0.000405656,0.000347705,0.0,0.003824757,0.00678025,0.0,0.04659249,0.040159944,0.000347705,0.2282684283727399,0.6378650904033379,0.004925823,0.030482151,0.000753361,0.010605007,0.087100139,744,1348,0,3656,4393,11,24,29,0,83,132,1,3,3,0,29,52,0,221,229,3,2092,8060,53,216,6,81,453,0.004567,0.005846,0.0,0.007221,0.007409,0.007333,0.005854,0.006591,0.0,0.003502,0.004583,0.01,0.004286,0.005,0.0,0.004394,0.004444,0.0,0.002749,0.003304,0.005,0.1908584983121977,0.7353343673022534,0.004835325,0.0197062311832861,0.000547395,0.007389837,0.041328346,17256,32.1216,-82.3312
138,138,138,138,TOWNS,0,558604,0,0.363604651,0.734720059,8018,19,25,0,4708,5348,8,15,18,0,36,61,1,10,4,0,47,43,0,294,276,0,44,10064,33,98,14,90,570,0.001741043,0.002290846,0.0,0.4314120773389535,0.4900577293136626,0.000733071,0.001374507,0.001649409,0.0,0.003298818,0.005589664,9.163383121048293e-05,0.000916338,0.000366535,0.0,0.00430679,0.003940255,0.0,0.0269403463758819,0.0252909374140932,0.0,0.004031889,0.922202877,0.003023916,0.008980115,0.001282874,0.008247045,0.052231284,8,14,0,3500,3979,6,8,14,0,25,37,1,1,2,0,33,31,0,183,176,0,22,7485,22,63,3,64,359,0.004211,0.0056,0.0,0.007434,0.00744,0.0075,0.005333,0.007778,0.0,0.006944,0.006066,0.01,0.001,0.005,0.0,0.007021,0.007209,0.0,0.006224,0.006377,0.0,0.002743826,0.9335245697181342,0.002743826,0.007857321,0.000374158,0.00798204,0.044774258,10913,34.9167,-83.7373
139,139,139,139,TREUTLEN,0,57236,0,0.14609484,0.687652405,3102,561,765,0,1440,1486,2,5,6,0,11,9,0,1,4,0,4,10,0,111,93,3,1326,2928,11,20,5,14,207,0.1243626690312569,0.1695854577698958,0.0,0.3192196852139215,0.3294169807138107,0.000443361,0.001108402,0.001330082,0.0,0.002438484,0.001995123,0.0,0.00022168,0.000886721,0.0,0.000886721,0.002216803,0.0,0.024606517,0.0206162713367324,0.000665041,0.2939481268011527,0.6490800266016404,0.002438484,0.004433607,0.001108402,0.003103525,0.0458878297495012,309,545,0,1015,1110,2,2,5,0,6,4,0,1,0,0,3,3,0,47,48,2,854,2127,7,10,1,6,97,0.005508,0.007124,0.0,0.007049,0.00747,0.01,0.004,0.008333,0.0,0.005455,0.004444,0.0,0.01,0.0,0.0,0.0075,0.003,0.0,0.004234,0.005161,0.006667,0.2753062540296583,0.6856866537717602,0.002256609,0.003223727,0.000322373,0.001934236,0.031270148,4511,32.4039,-82.5673
140,140,140,140,TROUP,0,1614180,0,0.083701821,0.646896227,30190,6211,8755,16,12741,14662,29,209,203,1,234,260,4,27,26,0,217,253,5,1495,1291,30,14982,27432,413,498,53,475,2816,0.1330862028327155,0.1875977629689944,0.00034284,0.2730077781825194,0.314170005785425,0.000621398,0.004478348,0.004349783,2.142750005356875e-05,0.005014035,0.00557115,8.5710000214275e-05,0.000578543,0.000557115,0.0,0.004649768,0.005421158,0.000107138,0.032034113,0.0276629025691572,0.000642825,0.321026805802567,0.5877991814694979,0.008849558,0.0106708950266772,0.001135658,0.0101780625254451,0.06033984,2993,5525,4,9033,10602,18,114,123,0,121,150,3,11,16,0,101,120,4,617,625,10,8522,19653,237,274,27,225,1252,0.004819,0.006311,0.0025,0.00709,0.007231,0.006207,0.005455,0.006059,0.0,0.005171,0.005769,0.0075,0.004074,0.006154,0.0,0.004654,0.004743,0.008,0.004127,0.004841,0.003333,0.2822789,0.6509771447499172,0.007850282,0.009075853,0.000894336,0.007452799,0.041470686,46669,33.0335,-85.0284
141,141,141,141,TURNER,0,143434,0,0.103166496,0.651593011,3804,915,1239,1,1563,1733,2,12,16,0,37,37,0,6,5,0,18,16,0,133,103,2,2155,3298,28,74,11,34,238,0.1567317574511819,0.2122302158273381,0.000171292,0.2677286742034943,0.2968482356971565,0.000342583,0.002055498,0.002740665,0.0,0.006337787,0.006337787,0.0,0.001027749,0.000856458,0.0,0.003083248,0.002740665,0.0,0.0227817745803357,0.017643028,0.000342583,0.369133264816718,0.5649194929770469,0.004796163,0.0126755738266529,0.001884207,0.005823912,0.040767386,421,786,1,1133,1283,1,3,5,0,20,20,0,4,3,0,7,6,0,54,57,0,1208,2417,8,40,7,13,111,0.004601,0.006344,0.01,0.007249,0.007403,0.005,0.0025,0.003125,0.0,0.005405,0.005405,0.0,0.006667,0.006,0.0,0.003889,0.00375,0.0,0.00406,0.005534,0.0,0.3175604626708728,0.6353838065194533,0.002103049,0.010515247108307,0.001840168,0.003417455,0.029179811,5838,31.7164,-83.6241
142,142,142,142,TWIGGS,0,37246,0,0.159136048,0.686325839,4457,1235,1389,1,1637,1715,2,5,12,0,19,30,0,8,5,0,32,28,0,202,170,4,2625,3354,17,49,13,60,376,0.1901755466584539,0.2138897443794271,0.000153988,0.2520788420080074,0.2640899291653834,0.000307977,0.000769941,0.00184786,0.0,0.002925778,0.004619649,0.0,0.001231906,0.000769941,0.0,0.004927626,0.004311672,0.0,0.0311056359716661,0.02617801,0.000615953,0.4042192793347705,0.5164767477671697,0.002617801,0.007545427,0.002001848,0.009239298,0.0578996,774,1065,0,1152,1206,2,3,9,0,10,13,0,4,3,0,15,15,0,95,90,1,1839,2360,12,23,7,30,186,0.006267,0.007667,0.0,0.007037,0.007032,0.01,0.006,0.0075,0.0,0.005263,0.004333,0.0,0.005,0.006,0.0,0.004688,0.005357,0.0,0.004703,0.005294,0.0025,0.4126093785057213,0.5295041507740633,0.002692394,0.005160422,0.001570563,0.006730985,0.041732107,6494,32.6672,-83.4271
143,143,143,143,UNION,0,876024,0,0.275725504,0.766172078,15646,31,20,1,8804,9784,14,33,48,0,85,115,0,18,7,0,87,97,0,655,615,7,52,18602,81,200,25,184,1277,0.001518045,0.000979384,4.896919837422261e-05,0.4311248224866559,0.479114636893394,0.000685569,0.001615984,0.002350522,0.0,0.004162382,0.005631458,0.0,0.000881446,0.000342784,0.0,0.00426032,0.004750012,0.0,0.032074825,0.030116057,0.000342784,0.002546398,0.910925028,0.003966505,0.00979384,0.00122423,0.009010333,0.062533666,12,9,1,6766,7656,10,20,36,0,53,77,0,11,6,0,67,66,0,421,431,4,22,14432,56,130,17,133,856,0.003871,0.0045,0.01,0.007685,0.007825,0.007143,0.006061,0.0075,0.0,0.006235,0.006696,0.0,0.006111,0.008571,0.0,0.007701,0.006804,0.0,0.006427,0.007008,0.005714,0.00140611,0.9224082832672889,0.00357919,0.008308833,0.00108654,0.008500575,0.0547104691294899,20421,34.8341,-83.9907
144,144,144,144,UPSON,0,508932,0,0.091699862,0.69315567,12953,2010,2800,9,5701,6437,11,34,38,0,47,60,0,15,9,0,68,80,0,730,630,8,4819,12149,72,107,24,148,1368,0.1075614063252528,0.1498367849307005,0.000481618,0.3050783967464012,0.3444640659281853,0.000588645,0.001819447,0.002033499,0.0,0.002515117,0.003210788,0.0,0.000802697,0.000481618,0.0,0.003638893,0.004281051,0.0,0.0390645903569326,0.033713277,0.000428105,0.2578798094932306,0.6501311071868143,0.003852946,0.005725906,0.001284315,0.007919944,0.073205972,1199,1952,6,4142,4817,9,20,20,0,20,33,0,7,2,0,37,51,0,309,324,5,3157,8968,40,53,9,88,638,0.005965,0.006971,0.006667,0.007265,0.007483,0.008182,0.005882,0.005263,0.0,0.004255,0.0055,0.0,0.004667,0.002222,0.0,0.005441,0.006375,0.0,0.004233,0.005143,0.00625,0.2437273218559407,0.6923492627190613,0.003088088,0.004091716,0.00069482,0.006793793,0.0492549988419671,18687,32.8813,-84.2994
145,145,145,145,WALKER,24,1759058,0,0.100593747,0.635769587,29480,657,832,1,18071,20693,34,71,81,0,141,165,0,34,40,0,144,195,0,2711,2484,15,1490,38798,152,306,74,339,5210,0.014168949,0.017943022,2.1566132545450625e-05,0.3897215812288382,0.4462679807630098,0.000733249,0.001531195,0.001746857,0.0,0.003040825,0.003558412,0.0,0.000733249,0.000862645,0.0,0.003105523,0.004205396,0.0,0.058465785,0.053570273,0.000323492,0.032133537,0.8367228104983934,0.003278052,0.006599237,0.001595894,0.007310919,0.1123595505617977,334,492,1,11954,13787,24,48,49,0,65,81,0,18,23,0,68,110,0,1202,1213,11,827,25765,97,146,41,178,2426,0.005084,0.005913,0.01,0.006615,0.006663,0.007059,0.006761,0.006049,0.0,0.00461,0.004909,0.0,0.005294,0.00575,0.0,0.004722,0.005641,0.0,0.004434,0.004883,0.007333,0.028052917,0.8739823609226595,0.003290366,0.00495251,0.001390773,0.006037992,0.08229308,46369,34.7356,-85.301
